39. 90.  89.9100  88.9050  4.490200  3.041 0.77773 0.90                       0.
40. 90.  89.9000  91.2200  6.469500  4.271 1.02070 0.90                       0.
41. 93.  92.9100  92.9060  8.602400  5.576 1.02900 0.90                       0.
42. 96.  95.5000  95.9400 10.206000  6.407 1.25420 0.88                       0.
43.  0.   0.0000  99.0000  0.000000  0.000 1.12200 0.90                       0.
44. 102. 101.9000 101.0700 12.177000  7.256 1.12410 0.88                       0.
45. 103. 102.9000 102.9100 12.399000  7.256 1.08820 0.88                       0.
46. 106. 105.9000 106.4000 11.955000  6.767 1.27090 0.90                       0.
47. 107. 106.9000 107.8700 10.473000  5.847 1.25420 0.90                       0.
48. 114. 113.9000 112.4000  8.580200  4.597 0.90094 0.88                       0.
49. 115. 114.9000 114.8200  7.313400  3.836 0.74093 0.90                       0.
50. 120. 119.9000 118.6900  7.281600  3.695 0.86054 0.90                       0.
51. 121. 120.9000 121.7500  6.616800  3.273 0.93155 0.90                       0.
52. 130. 130.0000 127.6000  6.224400  2.938 1.00470 0.90                       0.
53. 127. 126.9000 126.9000  4.937300  2.343 0.55379 0.96                       0.
54. 130. 129.5000 131.3000  3.058900  1.403 0.43289 1.20                       0.
55. 134. 134.0000 132.9100  1.898600  0.860 0.32636 0.90                       0.
56. 138. 138.0000 137.3400  3.521500  1.544 0.51310 0.88                       0.
57. 139. 139.0000 138.9100  6.173800  2.676 0.69500 0.88                       0.
58. 140. 140.0000 140.1200  6.672400  2.868 0.72591 0.85                       0.
59. 141. 141.0000 140.9100  6.774400  2.895 0.71202 0.90                       0.
60. 142. 142.0000 144.2400  7.001900  2.923 0.67413 0.90                       0.
61.  0.   0.0000 147.0000  0.000000  0.000 0.71418 0.92                       0.
62. 152. 152.0000 150.3500  7.555300  3.026 0.71453 0.95                       0.
63. 153. 153.0000 151.9600  5.258100  2.084 0.59110 0.99                       0.
64. 158. 157.9000 157.2500  7.902000  3.026 0.70263 1.03                       0.
65. 160. 159.9000 158.9200  8.277300  3.136 0.68049 1.05                       0.
66. 164. 164.0000 162.5000  8.552600  3.170 0.68203 1.07                       0.
67. 165. 165.0000 164.9300  8.819800  3.220 0.68121 1.08                       0.
68. 166. 166.0000 167.2600  9.090200  3.273 0.68532 1.10                       0.
69. 169. 169.0000 168.9300  9.333100  3.327 0.68715 1.08                       0.
70. 174. 174.0000 173.0400  6.977400  2.428 0.61884 1.08                       0.
71. 175. 175.0000 174.9700  9.829800  3.383 0.71801 1.08                       0.
72. 180. 180.0000 178.4900 13.124000  4.428 0.83048 1.08                       0.
73. 181. 181.0000 180.9500 16.601000  5.525 1.12220 1.09                       0.
74. 184. 184.0000 183.8500 19.292000  6.320 1.23810 1.09                       0.
75. 187. 187.0000 186.2000 21.040001  6.805 1.04500 1.10                       0.
76. 192. 192.0000 190.2000 22.562000  7.144 1.07330 1.11                       0.
77. 193. 193.0000 192.2000 22.506001  7.052 1.09530 1.12                       0.
78. 195. 195.0000 195.0900 21.438000  6.618 1.23810 1.13                       0.
79. 197. 197.0000 196.9700 19.311001  5.904 1.28790 1.14                       0.
80. 202. 202.0000 200.5900 13.553000  4.069 0.78654 1.15                       0.
81. 205. 205.0000 204.3700 11.882000  3.501 0.66401 1.17                       0.
82. 208. 208.0000 207.1900 11.322000  3.291 0.84912 1.20                       0.
83. 209. 209.0000 208.9800  9.811300  2.827 0.88433 1.18                       0.
84. 210. 210.0000 210.0000  9.251100  2.653 0.80746 1.17                       0.
85. 210. 210.0000 210.0000  0.000000  0.000 0.43357 1.17                       0.
86. 222. 222.0000 222.0000  0.000000  0.000 0.41923 1.16                       0.
87. 223. 223.0000 223.0000  0.000000  0.000 0.43638 1.16                       0.
88. 226. 226.0000 226.0000  5.022200  1.338 0.51464 1.16                       0.
89. 227. 227.0000 227.0000  0.000000  0.000 0.73087 1.16                       0.
90. 232. 232.0000 232.0000 11.658000  3.026 0.81065 1.16                       0.
91. 231. 231.0000 231.0000 15.400000  4.015 1.95780 1.16                       0.
92. 238. 238.0400 238.0400 19.042999  4.818 1.02570 1.16                       0.
 1.  0.0091827 0.0053496  0.69740999 0.48493  316.07 1.01430  9329.300 0.0539890
 2.  0.1139300 0.0051984  1.08220005 0.39252 1081.00 1.06450  4068.500 0.0176990
 3.  0.8583700 0.0050147  1.60440004 0.38844 1337.30 1.04700  2659.200 0.0189800
 4.  0.8781000 0.0051049  5.42320013 0.20320 1200.60 1.02110  1401.800 0.0385290
 5.  1.4608001 0.0048836  2.33800006 0.44249 1801.30 1.03520  1784.100 0.0202400
 6.  3.2579000 0.0049148  2.71560001 0.36473 2092.20 1.02910  2643.600 0.0182370
 7.  0.5967400 0.0050837  4.20730019 0.30612 2394.20 1.02550  4892.100 0.0160060
 8.  0.7525300 0.0050314  4.08239985 0.30067 2455.80 1.01810  5069.700 0.0174260
 9.  1.2260000 0.0051385  3.22460008 0.32703 2525.00 1.01420  7563.600 0.0194690
10.  1.0332000 0.0051645  3.00399995 0.33889 2338.60 0.99997  6991.200 0.0217990
11.  6.0971999 0.0044292  3.19289994 0.45763 1363.30 0.95182  2380.600 0.0818350
12. 14.0129995 0.0043646  2.26410007 0.36326 2187.40 0.99098  6264.800 0.0462000
13.  0.0390010 0.0045415  5.54629993 0.39562 1589.20 0.95316   816.160 0.0474840
14.  2.0720000 0.0044516  3.55850005 0.53933 1515.20 0.93161  1790.300 0.0351980
15. 17.5750008 0.0038346  0.07869400 1.23880 2806.00 0.97284  1037.600 0.0128790
16. 16.1259995 0.0038315  0.05416400 1.31040 2813.30 0.96587  1251.400 0.0118470
17.  3.2170000 0.0044579  3.66960001 0.50910 2734.60 0.96253  2187.500 0.0169070
18.  2.0379000 0.0044775  3.07430005 0.54773 3505.00 0.97575  1714.000 0.0117010
19.  0.7417100 0.0043051  1.15149999 0.95083  917.21 0.87820   389.930 0.1892600
20.  9.1316004 0.0043809  5.46110010 0.31327 3891.80 0.97933  6267.900 0.0151960
21.  7.2247000 0.0043718  6.10169983 0.37511 2829.20 0.95218  6376.100 0.0203980
22.  0.1470000 0.0048456  6.34849977 0.41057 2164.10 0.94028  5292.600 0.0502630
23.  5.0611000 0.0039867  2.61739993 0.57957 2218.90 0.92361  6323.000 0.0256690
24.  0.5326700 0.0042968  0.39004999 1.27250 1872.70 0.90776    64.166 0.0301070
25.  0.4769700 0.0043038  0.31452000 1.32890 1920.50 0.90649    45.576 0.0274690
26.  0.0274260 0.0035443  0.03156300 2.17550 1919.50 0.90099    23.902 0.0253630
27.  0.1638300 0.0043042  0.07345400 1.85920 1918.40 0.89678    27.610 0.0231840
28.  4.2561998 0.0043737  1.56060004 0.72067 1546.80 0.87958   302.020 0.0409440
29.  2.3508000 0.0043237  2.88199997 0.50113 1837.70 0.89992  2377.000 0.0496500
30.  3.1094999 0.0038455  0.11477000 1.50370 2184.70 0.89309    67.306 0.0165880
31. 15.3219995 0.0040306  0.65390998 0.67668 3001.70 0.92484  3344.200 0.0163660
32.  3.6932001 0.0044813  8.60799980 0.27638 2982.70 0.92760  3166.600 0.0308740
33.  7.1373000 0.0043134  9.42469978 0.27937 2725.80 0.91597  3166.100 0.0250080
34.  4.8979001 0.0042937  3.77929997 0.50004 2824.50 0.91028  1282.400 0.0170610
35.  1.3683000 0.0043024  2.56789994 0.60822 6907.80 0.98170   628.010 0.0068055
36.  1.8301001 0.0042983  2.90569997 0.60380 4744.60 0.94722   936.640 0.0092242
37.  0.4205600 0.0041169  0.01695000 2.36160 2252.70 0.89192    39.752 0.0277570
38. 30.7800007 0.0037736  0.55813003 0.76816 7113.20 0.97697  1604.400 0.0065268
39. 11.5760002 0.0042119  7.02440023 0.37764 4713.50 0.94264  2493.200 0.0112700
40.  6.2406001 0.0041916  5.27010012 0.49453 4234.60 0.93232  2063.900 0.0118440
41.  0.3307300 0.0041243  1.72459996 1.10620 1930.20 0.86907    27.416 0.0382080
42.  0.0177470 0.0041715  0.14586000 1.73050 1803.60 0.86315    29.669 0.0321230
43.  3.7228999 0.0041768  4.62860012 0.56769 1678.00 0.86202  3094.000 0.0624400
44.  0.1399800 0.0041329  0.25573000 1.42410 1919.30 0.86326    72.797 0.0322350
45.  0.2859000 0.0041386  0.31301001 1.34240 1954.80 0.86175   115.180 0.0293420
46.  0.7600200 0.0042179  3.38599992 0.76285 1867.40 0.85805    69.994 0.0364480
47.  6.3957000 0.0041935  5.46890020 0.41378 1712.60 0.85397 18493.000 0.0564710
48.  3.4717000 0.0041344  3.23370004 0.63788 1116.40 0.81959  4766.000 0.1179000
49.  2.5265000 0.0042282  4.53200006 0.53562 1030.80 0.81652 16252.000 0.1972200
50.  7.3683000 0.0041007  4.67910004 0.51428 1160.00 0.82454 17965.000 0.1331600
51.  7.7196999 0.0043880  3.24200010 0.68434 1428.10 0.83398  1786.700 0.0665120
52. 16.7800007 0.0041918  9.31980038 0.29568 3370.90 0.90289  7431.700 0.0261600
53.  4.2132001 0.0042098  4.67530012 0.57945 3503.90 0.89261  1468.900 0.0143590
54.  4.0818000 0.0042140  4.44250011 0.58393 3945.30 0.90281  1340.500 0.0134140
55.  0.1851700 0.0036215  0.00058788 3.53150 2931.30 0.88936    26.180 0.0263930
56.  4.8248000 0.0041458  6.09340000 0.57026 2300.10 0.86359  2980.700 0.0386790
57.  0.4985700 0.0041054  1.97749996 0.95877  786.55 0.78509   806.600 0.4088200
58.  3.2753999 0.0042177  5.76800013 0.54054 6631.30 0.94282   744.070 0.0083026
59.  2.9978001 0.0040901  4.52990007 0.62025 2161.20 0.85669  1268.600 0.0430310
60.  2.8701000 0.0040960  4.25680017 0.61380 2130.40 0.85235  1704.100 0.0393850
61. 10.8529997 0.0041149  5.89069986 0.46834 2857.20 0.87550  3654.200 0.0299550
62.  3.6407001 0.0041782  4.87419987 0.57861 1267.70 0.82211  3508.200 0.2417400
63. 17.6450005 0.0040992  6.58549976 0.32734 3931.30 0.90754  5156.700 0.0362780
64.  7.5309000 0.0040814  4.93889999 0.50679 2519.70 0.85819  3314.600 0.0305140
65.  5.4741998 0.0040829  4.89699984 0.51113 2340.10 0.85296  2342.700 0.0356620
66.  4.2660999 0.0040667  4.50320005 0.55257 2076.40 0.84151  1666.600 0.0408010
67.  6.8312998 0.0040486  4.39870024 0.51675 2003.00 0.83437  1410.400 0.0347800
68.  1.2707000 0.0040553  4.62949991 0.57428 1626.30 0.81858   995.680 0.0553190
69.  5.7561002 0.0040491  4.35699987 0.52496 2207.30 0.83796  1579.500 0.0271650
70. 14.1269999 0.0040596  5.83039999 0.37755 3645.90 0.87823  3411.800 0.0163920
71.  6.6947999 0.0040603  4.93610001 0.47961 2719.00 0.85249  1885.800 0.0197130
72.  3.0618999 0.0040511  3.58030009 0.59082 2346.10 0.83713  1222.000 0.0200720
73. 10.8109999 0.0033008  1.37670004 0.76512 2003.70 0.82269  1110.600 0.0249580
74.  2.7100999 0.0040961  1.22889996 0.98598 1232.40 0.79066   155.420 0.0472940
75.  0.5234500 0.0040244  1.40380001 0.85510 1461.40 0.79677   503.340 0.0367890
76.  0.4616000 0.0040203  1.30139995 0.87043 1473.50 0.79687   443.090 0.0363010
77.  0.9781400 0.0040374  2.01270008 0.72250 1890.80 0.81747   930.700 0.0276900
78.  3.2086000 0.0040510  3.66580009 0.53618 3091.20 0.85602  1508.100 0.0154010
79.  2.0035000 0.0040431  7.48820019 0.35610 4464.30 0.88836  3966.500 0.0128390
80. 15.4300003 0.0039432  1.12370002 0.70703 4595.70 0.88437  1576.500 0.0088534
81.  3.1512001 0.0040524  4.09959984 0.54250 3246.30 0.85772  1691.800 0.0150580
82.  7.1896000 0.0040588  8.69270039 0.35842 4760.60 0.88833  2888.300 0.0110290
83.  9.3209000 0.0040540 11.54300022 0.32027 4866.20 0.89124  3213.400 0.0119350
84. 29.2420006 0.0036195  0.16864000 1.12260 5688.00 0.89812  1033.300 0.0071303
85.  1.8522000 0.0039973  3.15560007 0.65096 3755.00 0.86383  1602.000 0.0120420
86.  3.2219999 0.0040041  5.90240002 0.52678 4040.20 0.86804  1658.400 0.0117470
87.  9.3411999 0.0039661  7.92100000 0.42977 5180.90 0.88773  2173.200 0.0092007
88. 36.1829987 0.0036003  0.58341002 0.86747 6990.20 0.91082  1417.100 0.0062187
89.  5.9284000 0.0039695  6.40819979 0.52122 4619.50 0.88083  2323.500 0.0116270
90.  5.2454000 0.0039744  6.79689980 0.48542 4586.30 0.87794  2481.500 0.0112820
91. 33.7019997 0.0036901  0.47257000 0.89235 5295.70 0.88930  2053.300 0.0091908
92.  2.7588999 0.0039806  3.20919991 0.66122 2505.40 0.82863  2065.100 0.0228160 
